group_id,username,brand_name,shop_id,creation_time,shop_logo_url
11035954,acer_anphat_store,Acer An Phát,780974114,2023-10-27 09:36:18,https://down-vn.img.susercontent.com/file/vn-50009109-d7c2da2a0d77f0829f1fa22007963e3d
11035954,acer_flagshipstore,Acer Flagship Store,333430029,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/5ed287b3a5f2076ba13f46aee0b0cf2e
11035954,acer_flagship_hch_store,Acer Hàng Chính Hiệu,106066556,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/5ed287b3a5f2076ba13f46aee0b0cf2e
11035954,thietbiadcomputer,AD,107559320,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/6a6587ae8a1b6f5a58dd5e2fb0cad3bb
11035954,tinhocvienthong,ADATA,8467305,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/6ba768709e5988e31a63e855faf5da98
11035954,akkovn,Akko Gear,283419910,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/8b60254e9854c9dd50dfcf87f50cfc34
11035954,anphat_officialstore,An Phát Official Store,5526488,2022-01-05 09:44:09,https://down-vn.img.susercontent.com/file/96de0022ea689f6ce5db5e630bacccc2
11035954,apple_flagship_store,Apple,88201679,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/9833088fd62135c66eac59ef0f3be192
11035954,asus_flagship_hch_store,Asus Hàng Chính Hiệu,139249594,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/63a020a69dd033f0d11467810dd3687c
11035954,anphatpc_hcm_store,Asus An Phát,292808202,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/793e3b0ca2ccd17f0e820220774f1cd3
11035954,asus_authorized_store,Asus Authorized Store,69896757,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/bf2cecd3c168946a28ae33e118495526
11035954,asus.officialstore,Asus Official Store,267145398,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/324690f3b0f253ac684bfa686e1cff84
11035954,batianda.vn,Batianda,97169520,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/e60166160bbe219c1c27c4faf04452e7
11035954,beecube.hcm.official,beecube.hcm.official,826610880,2022-08-09 06:09:22,https://down-vn.img.susercontent.com/file/73a956c744d77d1281a8c86a496f0a4b
11035954,ben_hp_store,ben_hp_store,704106508,2022-05-10 06:43:14,https://down-vn.img.susercontent.com/file/1c551400bd76b83c0ee0e621168e1f97
11035954,benq_vietnam,BenQ Official Shop,276976573,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/974721ddadd941753ecbcb29b17a2470
11035954,brothervietnam,Brother Việt Nam,310986511,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/5af9a8ddd67e2a7a8688c0a249b97e4a
11035954,corsair_official_store_vn,Corsair,251001764,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/f6a37a05dda4b38fef0e69a6dbec51bb
11035954,dareuvietnam,Dareu Việt Nam,201936061,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/26c40c65fe11d6a67573672d94ef9512
11035954,deli_oa_officialstore,deli_oa_officialstore,347048079,2023-09-14 11:22:12,https://down-vn.img.susercontent.com/file/vn-50009109-07d4df6bf0244dc077362140c5ecb492
11035954,anphat_officialstore,Dell An Phát,5526488,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/6c9a72aa856ba43862237556dc448c48
11035954,dell_authorized_store,Dell Authorized Store,273634451,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/a4dfb5407e9641de1e3c2df841f6f537
11035954,dell_official_store,Dell Official Store,1032490153,2023-08-25 10:00:35,https://down-vn.img.susercontent.com/file/vn-50009109-467e28db3383c675ad03a5be61842e86
11035954,epson_official_store_vn,epson_official_store_vn,288278331,2022-08-09 06:16:17,https://down-vn.img.susercontent.com/file/fb9c71913742869c2c6cd43aead06068
11035954,filco.official.store,Filco,82396023,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/077717a57aab97f0de8766100a45a219
11035954,fuhlenvietnam,Fuhlen,15389347,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/cf5632a4840fe816b0476a2b801e5616
11035954,geforce_official_store,GeForce Official Store,383770348,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/b797d3058b314759414107e33e75b86f
11035954,gigabyte_flagship_hch_store,gigabyte_flagship_hch_store,739537419,2022-05-16 09:44:49,https://down-vn.img.susercontent.com/file/11c98b22a2627b07c66766594d54a8f4
11035954,glorious_gaming_store,Glorious PC Gaming,391831612,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/359944a86df999c6ec49da3e2460c0ef
11035954,hachihi_official_store,Hachichi Official Store,399274484,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/8f85d01504a270b6fe8764b8d200a0ec
11035954,hacom_official,Hacom,12522979,2022-01-18 09:17:11,https://down-vn.img.susercontent.com/file/b9e8785d73d0abc7cff43972ceb81a38
11035954,havit_official_store,Havit,683545180,2022-02-21 09:48:45,https://down-vn.img.susercontent.com/file/f804460a8b749b68f9925ff3a3cc3842
11035954,hp_authorized_store,HP,142007769,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/a5cb88247a207fa15707d43edc4a1e8e
11035954,hp_flagship_anphat_store,HP An Phát ,6974458,2022-01-05 09:57:34,https://down-vn.img.susercontent.com/file/65064859fcdd62ce0c1ddc5a210286bc
11035954,hp_flagship_hch_store,HP Hàng Chính Hiệu,288633765,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/a5cb88247a207fa15707d43edc4a1e8e
11035954,hp_flagship_store,hp_flagship_store,273628123,2022-05-10 06:38:03,https://down-vn.img.susercontent.com/file/1c551400bd76b83c0ee0e621168e1f97
11035954,hp_officialstore,hp_officialstore,447427546,2022-05-10 06:33:05,https://down-vn.img.susercontent.com/file/1c551400bd76b83c0ee0e621168e1f97
11035954,huawei_flagship_store,Huawei Flagship Store,93963889,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/50c5ac43751ebd1b56999f3f97305805
11035954,hangchinhhieu.vn,Hàng chính hiệu,32486783,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/3726e491e93ebdbd53704511d72d98d2
11035954,llano_officialstore.vn,Ilano,207554213,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/33add14cbf264c0bb77d775b847cdbef
11035954,tinhocvienthong,Kingston,8467305,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/ad86d518e542c46482084836a222015c
11035954,kingston_officialstore,Kingston Official Store,312886975,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/5de88eb8d4bbefc253794bdd2d8946e6
11035954,lenovo_ba_store,Lenovo Bảo An,227356026,2022-01-11 10:03:54,https://down-vn.img.susercontent.com/file/9bcf348dfcf959b3e2d2be4b21fa9132
11035954,lenovo_flagship_store,Lenovo Hàng Chính Hiệu,409599477,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/bf1567cc3fe36e8dfdbae93efe7e30a5
11035954,lg_official_store,LG,95303264,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/4124bc67c3bd8d7f2c6713e4f33aea1e
11035954,linksys_official_store,Linksys Official Store,191372569,2023-07-14 04:43:03,https://down-vn.img.susercontent.com/file/vn-50009109-77cd292838b129355b94a4d6de1ad7e4
11035954,logitech_officialshop,Logitech,52679373,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/8d2fc1969fbf3523eeaaa74eb975ee64
11035954,microsoft_authorized_store,Microsoft Authorized Store,286157142,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/bde22e2f515c61c48011ee0c9a1ffff3
11035954,minprovietnam,Minpro Official Store,435842563,2021-07-28 10:22:17,https://down-vn.img.susercontent.com/file/f1683f3e86cdab29f537935861e0e1c2
11035954,msi_flagship_hch_store,MSI,59923321,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/60c93be798a00596c8d26d2dd90a2a34
11035954,tp_ink,Mực in Tuấn Phát,146869796,2023-03-02 05:39:41,https://down-vn.img.susercontent.com/file/vn-50009109-e20c3fdd98f6baa70b2896041bb45119
11035954,newmenstore,Newmen,98505544,2022-02-14 12:41:27,https://down-vn.img.susercontent.com/file/e844e59117819a621e87688aa6b1d604
11035954,oksj_official.vn,OKSJ Official Store,954315479,2023-04-06 04:33:45,https://down-vn.img.susercontent.com/file/vn-50009109-1ce611fde98a854a8f2d817521609bfa
11035954,orico.vn,Orico Official Store,315066846,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/0aa4a928229e6a9dbfca5e765b1e8226
11035954,phongvu_officialstore,PhongVu Official Store,469040198,2021-07-28 10:16:12,https://down-vn.img.susercontent.com/file/d3b6796408b4daa83a33984e91d17789
11035954,hp_flagship_phucanh_store,Phúc Anh,272729461,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/08c6d254386f6c5518bcfeef4f5a5f4f
11035954,phukienlucas,phukienlucas,184622905,2022-03-25 07:49:07,https://down-vn.img.susercontent.com/file/f1f9a59f2586dbdcfaba2e1eaf1b94ec
11035954,pixlink_official,PIX LINK Official Store,476719941,2021-07-26 07:51:02,https://down-vn.img.susercontent.com/file/f258f1718ccc314d5be9200fd99769d4
11035954,prolink_official_store,Prolink,278127770,2022-02-21 09:49:46,https://down-vn.img.susercontent.com/file/a89e91eb12dee23b918ca2e29f307fac
11035954,rapoo_official_store,Rapoo,346016856,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/a4e5f2d47c53b4e9c59aa85bfeb460d4
11035954,rapoo_gaming_authorized_store,Rapoo Gaming Authorized Store,1024584229,2023-08-17 08:24:34,https://down-vn.img.susercontent.com/file/vn-50009109-c5e2eacb12bd21e67f07f788c7e24627
11035954,digimall_official_store_vn,Razer Official Store,403571751,2021-07-28 10:09:26,https://down-vn.img.susercontent.com/file/7c5ec6e5d006111f06223569ccce3b03
11035954,razer_official_store,Razer Official Store,1031320796,2023-08-17 08:10:57,https://down-vn.img.susercontent.com/file/vn-50009109-9d79dd65001cb624f9782e5fda6f625c
11035954,samsung_official_store,Samsung,65589552,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/73d2178d186105221a1fe9f2196a1581
11035954,sandisk_flagship_mmz_store,Sandisk Official Shop,946966028,2023-03-31 05:26:41,https://down-vn.img.susercontent.com/file/vn-50009109-e282caf6f648528ae1b13b10409e09d0
11035954,tinhocvienthong,Sandisk Viễn Thông,8467305,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/c6ba07ecb5c3600ac36eb6ea933de944
11035954,seagate_officialstore,Seagate Official Store,279742060,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/5c92150b3c5e3e206d7189a2f8302dd3
11035954,tinhocvienthong,Silicon Power,8467305,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/4b15b075595b2884be07c656dc2acbe6
11035954,sounarc_official_store,Sounarc Official Store,924345593,2023-01-13 05:53:08,https://down-vn.img.susercontent.com/file/bb6f17d56c235d7967bb358fb6e799d9
11035954,soundmax_official_store,Soundmax,95701859,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/638cb3a4ed0cbfa8e084307de465b71c
11035954,gearhubvietnam,Steel Series,205064900,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/4d8f9489770c498d3d12b346e9477aec
11035954,tinhocvienthong,TeamGroup,8467305,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/0c7732b82a4bd949ae3edfab7d1e315a
11035954,tenda_official_store,Tenda Official Store,226704762,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/2c714707b35973ad431415fa23c79957
11035954,totolinkvn,Totolink Official Store,16573507,2023-03-21 02:38:42,https://down-vn.img.susercontent.com/file/vn-50009109-345818cfe0bf4c2c699ffb7a83aa8a74
11035954,tplink_officialstore,TP-Link Official Shop,24625047,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/18df76ef8bbd12a9dea02683bb263ddb
11035954,tplink_officialstore,tplink_officialstore,24625047,2022-08-23 11:00:05,https://down-vn.img.susercontent.com/file/fefb7bc4e96e0fc7af5cfd2f6aa66373
11035954,ucssinc.,UCSS Inc,212103864,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/2cb9a68d0c1d70f30b195ac578547954
11035954,ugreen_flagship_store,Ugreen HCM,130938115,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/ac92694a2b3ded8e72882d2e1f1e64b1
11035954,ugreenshop,Ugreen HN,19417109,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/ac92694a2b3ded8e72882d2e1f1e64b1
11035954,vention.official.vn,Vention,95236094,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/b6ffd40ea689bdba0ec17311ba29ed70
11035954,viewsonic_authorized_store,ViewSonic Authorized Store,236353133,2021-10-05 11:33:22,https://down-vn.img.susercontent.com/file/2289ee691ce09a88b6d37414cdb28ed5
11035954,vistechhn,Vistech,13441132,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/0b4f47f8a020cc92fa4e094e81b58ada
11035954,tinhocvienthong,Viễn Thông,8467305,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/b8cdb3f55c26a37a899f90aa7df78045
11035954,wacom_official_store,Wacom,184958732,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/bd3648d65584bcdeaaffcbb2422827b8
11035954,wd_officialshop,Western Digital,70515081,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/3a94971c77029b7cb232d91dd0afc1cb
11035954,xiaomi_authorized_store,Xiaomi Authorized Store,53452181,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/e353d002868251a550c5f21261c5b36a
11035954,xppenvietnam,XP Pen,160150721,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/5769197f77498f2c7bc5a36dbd9b7d79
11035954,shop_zadez,zadez_official_store,186666548,2022-04-20 07:17:36,https://down-vn.img.susercontent.com/file/b4ed6114bb4a7c94f00c31f6d0f3cacd
11035954,ztu_smart,ztu_smart,768291768,2022-05-31 09:55:42,https://down-vn.img.susercontent.com/file/85849b0e0090030db56eaa3dd0032433
11036030,adonitvietnam,Adonit,20682338,2021-05-14 08:44:55,https://down-vn.img.susercontent.com/file/929648465dd0a22762a94ec29a20c85f
11036030,akusvn,AKUS Flagship Store,424964889,2021-07-05 05:57:47,https://down-vn.img.susercontent.com/file/9d023c15a064b92d6a78a994caee46bc
11036030,ankervn,Anker,16461019,2021-05-14 08:44:55,https://down-vn.img.susercontent.com/file/53ad7e065590a8206d91db4863dfe6cf
11036030,theanhpv,Antam Trading,4398251,2021-05-14 08:44:55,https://down-vn.img.susercontent.com/file/f4e65abf43e4d795b0892ade96856b2b
11036030,apple_flagship_store,Apple,88201679,2021-05-14 08:44:54,https://down-vn.img.susercontent.com/file/9833088fd62135c66eac59ef0f3be192
11036030,astromazing,AstroMazing Official Store,320823232,2023-09-14 12:05:20,https://down-vn.img.susercontent.com/file/vn-50009109-b90740f78fc5d45a6da988fca6a7fc30
11036030,bagi_store,Bagi,106922310,2021-09-28 10:08:08,https://down-vn.img.susercontent.com/file/424c9bd4619937a8b9bf06fcbc7795f8
11036030,bacarat_tech,Baracat Tech,914808038,2022-12-19 10:03:37,https://down-vn.img.susercontent.com/file/c9d7e0ec90b276d1bc8d8dabc73be70a
11036030,bigphukienchinhhang,Basefast,1209351677,2024-03-28 12:40:38,https://down-vn.img.susercontent.com/file/vn-50009109-29048b19c2527a0772029bc11a98275e
11036030,mallbasefast,Basefast Việt Nam,1201293265,2024-03-20 09:46:05,https://down-vn.img.susercontent.com/file/vn-50009109-29048b19c2527a0772029bc11a98275e
11036030,beisi.vn,Baseus Accessories,82364307,2021-05-14 08:44:55,https://down-vn.img.susercontent.com/file/cbbc0de54c2f054e777bcae6421c78a1
11036030,baseus.official.mall.vn,Baseus Official Shop,131195741,2021-05-14 08:44:56,https://down-vn.img.susercontent.com/file/c52988a46518f3e89d99e22f3d911fd7
11036030,baseus_official_store,Baseus Official Store,172255202,2021-05-14 08:44:55,https://down-vn.img.susercontent.com/file/4527422f525a2869f216ef56a278976b
11036030,baseusofficial.vietnam,Baseus Vietnam,1103428920,2024-03-08 12:00:21,https://down-vn.img.susercontent.com/file/vn-50009109-0dae8018ac2edd568fe59ec2f582cf47
11036030,belkinvietnam,Belkin Official Store,343517244,2021-11-29 06:26:43,https://down-vn.img.susercontent.com/file/24577f0d6e736c89558baca5a4fe401a
11036030,borofone_official_shop,Borofone Store,561023964,2021-11-04 10:55:46,https://down-vn.img.susercontent.com/file/880f8958e3cdbb83a9d0f5d6c23d4ade
11036030,borofone.official,borofone.official,116594764,2022-05-31 09:23:31,https://down-vn.img.susercontent.com/file/c8c282ed94f09e7b46a41f99cacba77c
11036030,bwo.vietnam,Bwoo Việt Nam,898425746,2022-12-09 08:32:16,https://down-vn.img.susercontent.com/file/20fcefc5e2919bb079586ff11d1964dd
11036030,charles_officialstore,Charles Official Store,306660210,2021-11-15 05:43:51,https://down-vn.img.susercontent.com/file/7c7b42279eade0350731a2eda1dcefdc
11036030,cheero_official_store,Cheero,275332536,2021-05-14 08:44:55,https://down-vn.img.susercontent.com/file/664a76a577ad5615baedadaef01941e3
11036030,didongviet.official,Di Động Việt Official Store,23793258,2023-09-14 12:14:17,https://down-vn.img.susercontent.com/file/vn-50009109-d086085fdfdedb237eeb3ac2abd1be18
11036030,divoom_flagship_store,Divoom,153129058,2021-05-14 08:44:55,https://down-vn.img.susercontent.com/file/81011adec996f48ca7c0cc470a1ba962
11036030,dji.official,DJI Official Shop,446685886,2024-03-07 04:28:42,https://down-vn.img.susercontent.com/file/vn-50009109-2292d47113c42c41bac1029c2331debe
11036030,dupio,dupio22,87826401,2022-03-25 09:13:39,https://down-vn.img.susercontent.com/file/5215f28a84dc92b028cf3a1aef5c992c
11036030,dydx.flagshipstore,DYDX Flagship Store,904989917,2022-11-30 09:20:36,https://down-vn.img.susercontent.com/file/5dec82bef492752f03dd3a6bb1ff2db5
11036030,energizer_official_store,Energizer,19287904,2021-05-14 08:44:55,https://down-vn.img.susercontent.com/file/4263d8d38c87e251cc1e0bcee670496f
